pctf,target,horizon,model,mae,rmse,n_rows_pctf,n_train,n_test
CRIVA,iesire_pers,24,HistGradientBoosting,13.439295348203748,18.18324598600019,26304,20889.0,5223.0
CRIVA,iesire_pers,24,RandomForest,13.712830150296766,18.446270437730533,26304,20889.0,5223.0
CRIVA,intrare_pers,1,Baseline_yesterday,19.600456621004565,27.27187097959268,26304,,
CRIVA,intrare_pers,1,HistGradientBoosting,14.24235676160875,19.24938569719777,26304,20908.0,5227.0
CRIVA,intrare_pers,1,RandomForest,14.596006791658695,19.531758643577692,26304,20908.0,5227.0
CRIVA,intrare_pers,3,Baseline_yesterday,19.600456621004565,27.27187097959268,26304,,
CRIVA,intrare_pers,3,HistGradientBoosting,14.27098558215195,19.32370877848355,26304,20906.0,5227.0
CRIVA,intrare_pers,3,RandomForest,14.65286445379759,19.692632380473167,26304,20906.0,5227.0
CRIVA,intrare_pers,24,Baseline_yesterday,19.600456621004565,27.27187097959268,26304,,
CRIVA,intrare_pers,24,HistGradientBoosting,14.008695378859711,18.93101404712034,26304,20889.0,5223.0
CRIVA,intrare_pers,24,RandomForest,14.492765173272065,19.430325224608346,26304,20889.0,5223.0
GIURGIULESTI,iesire_pers,1,Baseline_yesterday,34.87271689497717,47.104631502435225,26304,,
GIURGIULESTI,iesire_pers,1,HistGradientBoosting,27.77553297017997,38.39646489016769,26304,20908.0,5227.0
GIURGIULESTI,iesire_pers,1,RandomForest,28.376747178113643,38.9823364457814,26304,20908.0,5227.0
GIURGIULESTI,iesire_pers,3,Baseline_yesterday,34.87271689497717,47.104631502435225,26304,,
GIURGIULESTI,iesire_pers,3,HistGradientBoosting,28.465557489744405,40.01166600393028,26304,20906.0,5227.0
GIURGIULESTI,iesire_pers,3,RandomForest,28.764786206236852,40.0889622224573,26304,20906.0,5227.0
GIURGIULESTI,iesire_pers,24,Baseline_yesterday,34.87271689497717,47.104631502435225,26304,,
GIURGIULESTI,iesire_pers,24,HistGradientBoosting,28.32258863092447,39.79576005301773,26304,20889.0,5223.0
GIURGIULESTI,iesire_pers,24,RandomForest,29.341301933754547,40.4704306700944,26304,20889.0,5223.0
GIURGIULESTI,intrare_pers,1,Baseline_yesterday,32.03196347031963,43.21771896892191,26304,,
GIURGIULESTI,intrare_pers,1,HistGradientBoosting,24.529035358792722,32.656089471747975,26304,20908.0,5227.0
GIURGIULESTI,intrare_pers,1,RandomForest,25.24560694471016,33.296202830757714,26304,20908.0,5227.0
GIURGIULESTI,intrare_pers,3,Baseline_yesterday,32.03196347031963,43.21771896892191,26304,,
GIURGIULESTI,intrare_pers,3,HistGradientBoosting,25.058135973817553,33.308923066709816,26304,20906.0,5227.0
GIURGIULESTI,intrare_pers,3,RandomForest,25.83900851348766,34.20932004970437,26304,20906.0,5227.0
GIURGIULESTI,intrare_pers,24,Baseline_yesterday,32.03196347031963,43.21771896892191,26304,,
GIURGIULESTI,intrare_pers,24,HistGradientBoosting,24.560840766114133,33.00735128741413,26304,20889.0,5223.0
GIURGIULESTI,intrare_pers,24,RandomForest,25.591582902546435,33.94180461965506,26304,20889.0,5223.0
GRIMANCAUTI,iesire_pers,1,Baseline_yesterday,1.8020928462709285,3.2424892724398284,26304,,
GRIMANCAUTI,iesire_pers,1,HistGradientBoosting,1.4386586848430631,2.172512817997237,26304,20908.0,5227.0
GRIMANCAUTI,iesire_pers,1,RandomForest,1.5117533857494607,2.316245044970492,26304,20908.0,5227.0
GRIMANCAUTI,iesire_pers,3,Baseline_yesterday,1.8020928462709285,3.2424892724398284,26304,,
GRIMANCAUTI,iesire_pers,3,HistGradientBoosting,1.452622414720472,2.187379078165031,26304,20906.0,5227.0
GRIMANCAUTI,iesire_pers,3,RandomForest,1.5520562142513343,2.384465819007013,26304,20906.0,5227.0
GRIMANCAUTI,iesire_pers,24,Baseline_yesterday,1.8020928462709285,3.2424892724398284,26304,,
GRIMANCAUTI,iesire_pers,24,HistGradientBoosting,1.447113612753797,2.1862866219322723,26304,20889.0,5223.0
GRIMANCAUTI,iesire_pers,24,RandomForest,1.5094936103583558,2.32623375805901,26304,20889.0,5223.0
GRIMANCAUTI,intrare_pers,1,Baseline_yesterday,1.598972602739726,2.9491827415788916,26304,,
GRIMANCAUTI,intrare_pers,1,HistGradientBoosting,1.2900506849429103,2.079868487187292,26304,20908.0,5227.0
GRIMANCAUTI,intrare_pers,1,RandomForest,1.3961144174464126,2.2381582471274073,26304,20908.0,5227.0
GRIMANCAUTI,intrare_pers,3,Baseline_yesterday,1.598972602739726,2.9491827415788916,26304,,
GRIMANCAUTI,intrare_pers,3,HistGradientBoosting,1.2821591892280664,2.064247448523581,26304,20906.0,5227.0
GRIMANCAUTI,intrare_pers,3,RandomForest,1.3897441693105947,2.228308107602217,26304,20906.0,5227.0
GRIMANCAUTI,intrare_pers,24,Baseline_yesterday,1.598972602739726,2.9491827415788916,26304,,
GRIMANCAUTI,intrare_pers,24,HistGradientBoosting,1.2877648522591651,2.0648765854092233,26304,20889.0,5223.0
GRIMANCAUTI,intrare_pers,24,RandomForest,1.3896637848314726,2.2109126378529527,26304,20889.0,5223.0
LARGA,iesire_pers,1,Baseline_yesterday,3.9182648401826485,8.765067479190567,26304,,
LARGA,iesire_pers,1,HistGradientBoosting,2.6499085990359195,4.772922267289676,26304,20908.0,5227.0
LARGA,iesire_pers,1,RandomForest,2.7392233980077436,5.0097912812645085,26304,20908.0,5227.0
LARGA,iesire_pers,3,Baseline_yesterday,3.9182648401826485,8.765067479190567,26304,,
LARGA,iesire_pers,3,HistGradientBoosting,2.7201350312393617,4.926868498571722,26304,20906.0,5227.0
LARGA,iesire_pers,3,RandomForest,2.887971536642135,5.509697207673592,26304,20906.0,5227.0
LARGA,iesire_pers,24,Baseline_yesterday,3.9182648401826485,8.765067479190567,26304,,
LARGA,iesire_pers,24,HistGradientBoosting,2.5925523465897333,4.666876748564328,26304,20889.0,5223.0
LARGA,iesire_pers,24,RandomForest,2.7289867438313444,4.989303294516411,26304,20889.0,5223.0
LARGA,intrare_pers,1,Baseline_yesterday,3.251826484018265,7.007334709147794,26304,,
LARGA,intrare_pers,1,HistGradientBoosting,2.539054911839785,4.984792428702906,26304,20908.0,5227.0
LARGA,intrare_pers,1,RandomForest,2.584413942902082,5.059022883757938,26304,20908.0,5227.0
LARGA,intrare_pers,3,Baseline_yesterday,3.251826484018265,7.007334709147794,26304,,
