pctf,target,horizon,model,mae,rmse,n_rows_pctf,n_train,n_test
OTACI,iesire_pers,24,HistGradientBoosting,31.81544929352415,41.66850121779509,26304,20889.0,5223.0
TUDORA,iesire_pers,24,HistGradientBoosting,31.892947897007545,45.52875587013873,26304,20889.0,5223.0
PALANCA,iesire_pers,24,HistGradientBoosting,33.869575402449215,46.31997804237228,26304,20889.0,5223.0
SCULENI,iesire_pers,24,HistGradientBoosting,40.49405250332588,58.52843860660469,26304,20889.0,5223.0
LEUSENI,iesire_pers,24,HistGradientBoosting,47.72747169614137,62.503021897314774,26304,20889.0,5223.0
MEDVEJA,intrare_pers,24,HistGradientBoosting,0.4563467500076503,0.7834910953758416,26304,20889.0,5223.0
CLOCUSNA,intrare_pers,24,HistGradientBoosting,0.6427924527391046,1.339225499807448,26304,20889.0,5223.0
GRIMANCAUTI,intrare_pers,24,HistGradientBoosting,1.2877648522591651,2.0648765854092233,26304,20889.0,5223.0
SAITI,intrare_pers,24,HistGradientBoosting,1.8078702382983782,3.2044443353052876,26304,20889.0,5223.0
CISMICHIOI,intrare_pers,24,HistGradientBoosting,2.0477516670444236,3.2733108168018012,26304,20889.0,5223.0
LARGA,intrare_pers,24,HistGradientBoosting,2.610427601725787,5.191549083937462,26304,20889.0,5223.0
OCNITA,intrare_pers,24,HistGradientBoosting,2.730470366879447,4.456396789046556,26304,20889.0,5223.0
BASARABEASCA,intrare_pers,24,HistGradientBoosting,4.4329271454561,6.914145670591911,26304,20889.0,5223.0
BRICENI,intrare_pers,24,HistGradientBoosting,5.206188206440402,7.9821209300461335,26304,20889.0,5223.0
UNGURI,intrare_pers,24,HistGradientBoosting,5.234253040033797,8.784563032911027,26304,20889.0,5223.0
MIRNOE,intrare_pers,24,HistGradientBoosting,6.509418964019879,9.990124774853676,26304,20889.0,5223.0
RADAUTI,intrare_pers,24,HistGradientBoosting,7.722937896931144,11.620054134565779,26304,20889.0,5223.0
VULCANESTI,intrare_pers,24,HistGradientBoosting,7.842626908837381,14.527120197877,26304,20889.0,5223.0
CRIVA,intrare_pers,24,HistGradientBoosting,14.008695378859711,18.93101404712034,26304,20889.0,5223.0
RENI,intrare_pers,24,HistGradientBoosting,18.992126297948822,26.727559448089426,26304,20889.0,5223.0
COSTESTI,intrare_pers,24,HistGradientBoosting,22.129700408727874,29.180995173542204,26304,20889.0,5223.0
GIURGIULESTI,intrare_pers,24,HistGradientBoosting,24.560840766114133,33.00735128741413,26304,20889.0,5223.0
OTACI,intrare_pers,24,HistGradientBoosting,30.984049972141044,41.00533476186716,26304,20889.0,5223.0
CAHUL,intrare_pers,24,HistGradientBoosting,32.896002061208605,48.409070127913466,26304,20889.0,5223.0
TUDORA,intrare_pers,24,RandomForest,33.906701843038576,46.18270027485518,26304,20889.0,5223.0
PALANCA,intrare_pers,24,HistGradientBoosting,33.976928279175134,47.303979384424366,26304,20889.0,5223.0
SCULENI,intrare_pers,24,HistGradientBoosting,42.94918235777447,60.07419504148746,26304,20889.0,5223.0
LEUSENI,intrare_pers,24,HistGradientBoosting,52.969331197676176,71.29046536889139,26304,20889.0,5223.0
